"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-10","58","69","46"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-11","58","71","45"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-12","62","75","50"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-13","59","72","47"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-14","54","62","47"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-15","62","73","51"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-16","60","73","46"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-17","63","77","50"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-18","62","72","51"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-19","56","63","49"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-21","62","75","48"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-22","63","73","52"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-23","59","64","53"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-24","64","76","53"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-25","61","69","54"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-26","54","63","45"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-27","54","65","43"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-28","52","62","42"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-29","50","53","47"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-09-30","52","58","45"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-01","49","53","45"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-02","51","58","43"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-03","50","57","43"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-04","51","62","40"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-05","52","61","44"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-06","55","69","41"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-07","57","70","44"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-08","51","60","42"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-09","49","59","39"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-10","53","62","44"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-11","62","70","54"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-12","63","73","52"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-13","64","75","54"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-14","57","61","53"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-15","56","59","52"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-16","61","67","55"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-17","53","63","44"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-18","48","56","41"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-19","46","53","39"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-20","47","56","37"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-21","52","57","47"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-22","49","59","38"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-23","44","48","39"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-24","42","54","30"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-25","38","48","29"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-26","51","56","46"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-27","48","52","45"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-28","40","49","30"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-29","42","53","29"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-30","40","49","31"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-10-31","50","54","46"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-01","43","51","34"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-02","38","47","30"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-03","39","47","30"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-04","35","43","28"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-05","36","45","26"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-06","40","49","32"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-07","41","52","30"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-08","47","57","38"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-09","50","61","38"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-10","41","53","28"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-11","35","44","27"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-12","43","45","40"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-13","42","51","33"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-14","40","45","34"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-15","35","40","31"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-16","33","39","28"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-17","29","35","22"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-18","36","40","33"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-19","35","42","29"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-20","30","37","24"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-21","35","40","31"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-22","35","45","24"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-23","28","34","21"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-24","29","36","23"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-25","30","40","21"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-26","33","33","32"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-27","28","32","23"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-28","21","28","14"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-29","22","25","18"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-11-30","21","29","14"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-01","24","32","15"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-02","26","33","20"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-03","22","37","7"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-04","10","18","2"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-05","14","22","6"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-06","27","37","18"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-07","20","36","4"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-08","9","16","2"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-09","12","18","6"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-10","15","24","6"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-11","31","40","21"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-12","37","41","33"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-13","35","40","31"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-14","26","40","12"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-15","20","27","12"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-16","31","38","25"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-17","37","46","27"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-18","21","27","15"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-19","19","26","12"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-20","12","22","2"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-21","21","30","12"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-22","22","26","19"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-23","9","25","-8"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-24","4","15","-7"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-25","12","23","1"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-26","19","27","11"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-27","15","22","9"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-28","20","23","16"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-29","22","24","20"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-30","26","31","22"
"CA007041JG6","CAP TOURMENTE, QC CA","47.0833","-70.7833","6.0","2021-12-31","29","30","27"
